-2.359;0.500
0.225;-0.935
2.389;-0.574
-0.065;0.887
-2.399;0.615
-0.106;-0.838
2.396;-0.671
0.296;0.798
-2.398;0.729
-0.473;-0.750
2.372;-0.785
0.633;0.679
-2.341;0.825
-0.801;-0.618
2.285;-0.857
0.975;0.561
-2.228;0.896
-1.130;-0.492
2.146;-0.931
1.277;0.413
-2.059;0.943
-1.427;-0.346
1.966;-0.964
1.561;0.272
-1.874;0.982
-1.698;-0.207
1.733;-0.991
1.823;0.114
-1.628;0.996
-1.918;-0.043
1.478;-0.982
2.033;-0.041
-1.349;0.982
-2.110;0.108
1.190;-0.976
2.204;-0.189
-1.042;0.959
-2.261;0.277
0.873;-0.931
2.317;-0.350
-0.710;0.896
-2.360;0.416
0.530;-0.876
2.393;-0.497
-0.366;0.834
-2.394;0.566
0.175;-0.786
2.397;-0.630
-0.014;0.739
-2.399;0.680
-0.164;-0.702
2.375;-0.742
0.350;0.639
-2.337;0.807
-0.522;-0.583
2.281;-0.851
0.683;0.520
-2.231;0.892
-0.864;-0.463
2.149;-0.934
1.029;0.389
-2.055;0.977
-1.184;-0.327
1.959;-0.999
