0.860;0.613
-2.093;0.076
2.375;-0.752
-1.568;1.067
0.059;-0.916
1.465;0.327
-2.339;0.395
2.148;-0.950
-0.983;1.065
-0.636;-0.702
1.956;0.024
-2.396;0.663
1.738;-1.058
-0.307;0.960
-1.273;-0.431
2.277;-0.294
-2.243;0.898
1.193;-1.080
0.411;0.780
-1.824;-0.127
2.395;-0.592
-1.907;1.024
0.532;-1.011
1.071;0.526
-2.203;0.184
2.320;-0.828
-1.378;1.087
-0.162;-0.847
1.656;0.233
-2.391;0.498
2.040;-0.990
-0.755;1.046
-0.859;-0.619
2.092;-0.081
-2.376;0.751
1.573;-1.072
-0.058;0.911
-1.461;-0.328
2.344;-0.398
-2.146;0.949
0.989;-1.069
0.639;0.700
-1.955;-0.025
2.397;-0.664
-1.734;1.057
0.311;-0.961
1.278;0.429
-2.279;0.297
2.244;-0.898
-1.194;1.079
-0.407;-0.782
1.823;0.126
-2.396;0.593
1.910;-1.026
-0.538;1.008
-1.069;-0.527
2.199;-0.185
-2.324;0.831
1.381;-1.088
0.162;0.842
-1.659;-0.231
2.394;-0.500
-2.039;0.993
0.758;-1.047
